"CATEGORY","RAWTEXT"
"2","It 's so underwritten that you ca n't figure out just where the other characters , including Ana 's father and grandfather , come down on the issue of Ana 's future ."
"1","A film so tedious that it is impossible to care whether that boast is true or not ."
"2","None of this violates the letter of Behan 's book , but missing is its spirit , its ribald , full-throated humor ."
"1","Bad Company leaves a bad taste , not only because of its bad-luck timing , but also the staleness of its script ."
"3","Even if it ultimately disappoints , the picture does have about a matinee admission 's worth of funny to keep it afloat ."
"2","Fails to bring as much to the table ."
"2","A film made with as little wit , interest , and professionalism as artistically possible for a slummy Hollywood caper flick ."
"1","Disturbingly superficial in its approach to the material ."
"2","If you 're not the target demographic ... this movie is one long chick-flick slog ."
"2","I hate this movie"
"2","It 's tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by Scott Kalvert , about street gangs and turf wars in 1958 Brooklyn -- stale cliches , gratuitous violence , or empty machismo ."
"2","Gooding and Coburn are both Oscar winners , a fact which , as you watch them clumsily mugging their way through Snow Dogs , seems inconceivable ."
"2","At every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ... all you have left is a no-surprise series of explosions and violence while Banderas looks like he 's not trying to laugh at how bad it"
"1","... pitiful , slapdash disaster ."
"1","A DOA dud from frame one ."
"2","Jaw-droppingly superficial , straining to get by on humor that is not even as daring as John Ritter 's glory days on Three 's Company ."
"4","There are plenty of scenes in Frida that do work , but rarely do they involve the title character herself ."
"2","Although God Is Great addresses interesting matters of identity and heritage , it 's hard to shake the feeling that it was intended to be a different kind of film ."
"3","The dark and bittersweet twist feels strange as things turn nasty and tragic during the final third of the film ."
"2","First-timer John McKay is never able to pull it back on course ."
"1","Distances you by throwing out so many red herrings , so many false scares , that the genuine ones barely register ."
"2","Godard uses his characters -- if that 's not too glorified a term -- as art things , mouthpieces , visual motifs , blanks ."
"2","The movie generates plot points with a degree of randomness usually achieved only by lottery drawing ."
"1","A predictable , manipulative stinker ."
"2","The story passes time until it 's time for an absurd finale of twisted metal , fireballs and revenge ."
"3","Eastwood winces , clutches his chest and gasps for breath ."
"4","It 's a spectacular performance - ahem , we hope it 's only acting ."
"1","The movie suffers from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected ."
"2","It 's just weirdness for the sake of weirdness , and where Human Nature should be ingratiating , it 's just grating ."
"4","An ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic teen ."
"1","once she lets her love depraved leads meet , ( Denis ' ) story becomes a hopeless , unsatisfying muddle"
"3","The dose is strong and funny , for the first 15 minutes anyway ; after that , the potency wanes dramatically ."
"3","The people in ABC Africa are treated as docile , mostly wordless ethnographic extras ."
"2","What 's really sad is to see two Academy Award winning actresses ( and one Academy Award winning actor ) succumb to appearing in this junk that 's TV sitcom material at best ."
"4","No doubt the star and everyone else involved had their hearts in the right place ."
"2","Where their heads were is anyone 's guess ."
"2","Call me a cynic , but there 's something awfully deadly about any movie with a life-affirming message ."
"1","A gratingly unfunny groaner littered with zero-dimensional , unlikable characters and hackneyed , threadbare comic setups ."
"4","Got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1\/2 - hour , dissipated length ."
"2","A painfully slow cliche-ridden film filled with more holes than Clyde Barrow 's car ."
"2","Like leafing through an album of photos accompanied by the sketchiest of captions ."
"1","I guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen ."
"1","Gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing ."
"2","Feels less like a change in ( Herzog 's ) personal policy than a half-hearted fluke ."
"1","One of the most unpleasant things the studio has ever produced ."
"2","Will anyone who is n't a Fangoria subscriber be excited that it has n't gone straight to video ?"
"2","A selection of scenes in search of a movie ."
"2","( Janey ) forgets about her other obligations , leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies ."
"2","Will undoubtedly play well in European markets , where Mr. Besson is a brand name , and in Asia , where Ms. Shu is an institution , but American audiences will probably find it familiar and insufficiently cathartic ."
"1","True to its animatronic roots : ... as stiff , ponderous and charmless as a mechanical apparatus ... ` The Country Bears ' should never have been brought out of hibernation ."
"2","( Evans is ) a fascinating character , and deserves a better vehicle than this facetious smirk of a movie ."
"1","The script 's judgment and sense of weight is way , way off ."
"3","You come away wishing , though , that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that 's at the center of the story ."
"1","Evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter 's invention ."
